"id","cooks_distance","converged","message"
"691",0.00115304532260462,TRUE,NA
"693",0.000789858469307622,TRUE,NA
"696",0.000270704190702917,TRUE,NA
"700",0.00108665899816257,TRUE,NA
"701",0.0037387253962157,TRUE,NA
"703",8.25178397286225e-05,TRUE,NA
"704",4.88411594002153e-05,TRUE,NA
"705",7.52163564484126e-05,TRUE,NA
"706",0.00138098640041415,TRUE,NA
"707",0.00385521796908725,TRUE,NA
"708",0.00169411911399702,TRUE,NA
"709",0.0022251415728093,TRUE,NA
"713",0.00189839047681669,TRUE,NA
"714",0.000502487589096305,TRUE,NA
"716",0.00234072797622474,TRUE,NA
"718",0.00100265308639631,TRUE,NA
"719",0.000659878857275426,TRUE,NA
"720",0.0128018275653459,TRUE,NA
"722",6.98230028236103e-05,TRUE,NA
"725",0.000397672168672084,TRUE,NA
"726",0.00583497454943304,TRUE,NA
"729",0.00101710956692481,TRUE,NA
"731",0.000102660290513292,TRUE,NA
"732",3.57977829859894e-06,TRUE,NA
"734",0.000336812196152659,TRUE,NA
"735",0.00165565167013398,TRUE,NA
"737",0.00191399528923033,TRUE,NA
"738",0.00172508991516688,TRUE,NA
"739",0.000697800131460514,TRUE,NA
"741",0.000456509726433249,TRUE,NA
"742",0.000555456277583625,TRUE,NA
"743",0.000653842601845492,TRUE,NA
"744",0.000930358482370256,TRUE,NA
"745",0.00366512646828386,TRUE,NA
"747",0.00316660809321395,TRUE,NA
"748",0.00174985744012609,TRUE,NA
"750",8.23243861824805e-05,TRUE,NA
"751",0.000384221868927869,TRUE,NA
"752",0.00061572412430737,TRUE,NA
"753",0.000722143159930107,TRUE,NA
"754",0.00466295606870632,TRUE,NA
"755",7.22583570508694e-05,TRUE,NA
"756",0.00164758731544782,TRUE,NA
"757",0.000790326589827017,TRUE,NA
"758",0.00312930956909476,TRUE,NA
"759",0.000922386989276677,TRUE,NA
"760",0.000187875836862251,TRUE,NA
"761",0.00886994125134257,TRUE,NA
"763",0.000326636573847379,TRUE,NA
"764",0.000440324101901742,TRUE,NA
"765",0.000276300284345339,TRUE,NA
